Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,BaseDps,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,ChargeTime,Disposition,Mastery,Magazine,AmmoPickup,AmmoMax,Reload,ShotType,ShotSpeed,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction,AvgSpread,MinSpread,MaxSpread
Quellor,Auto Charge,Alt-Fire,600.0,0.0,0.0,800,0,0,0,0,0,0,0,0,0.0,0,1400.0,1400.0,1400.0,0.4,2.2,2072.0,1726.6666666667,1110,49728.0,0.1,,1.1,0.5,1,1.0,1.2,1.15,12,300,80,900,4.0,Projectile,210,0.0,33.33,Update 27.0,2019-12-13,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/TnRailjackRifle/RailjackRifleGun,Quellor,9.0,18.0,0.6657,0.0,0.0,0.0
Burston Prime,Burst,Normal Attack,13.8,13.8,18.4,0,0,0,0,0,0,0,0,0,0.0,0,46.0,230.0,46.0,0.18,1.8,157.872,263.12,422.87142857143,92355.12,0.3,,0.3,1.5,1,5.0,0.0,1.35,12,45,80,540,2.0,Hit-Scan,,0.0,25.0,Update 11.5,2013-12-19,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston,Burston,0.0,inf,0.0,4.0,0.0,8.0
Burston Prime,Burst,Incarnon Form,0.0,0.0,0.0,0,0,13,0,0,0,0,0,0,0.0,0,13.0,260.0,13.0,0.28,3.0,20.28,405.6,214.72941176471,11863.8,0.3,,0.3,6.0,1,20.0,0.0,1.35,12,45,80,540,2.0,Hit-Scan,,0.0,28.57,Update 11.5,2013-12-19,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston,Burston,0.0,inf,0.0,3.5,2.0,5.0
Burston Prime,Burst,Incarnon Form Radial Attack,0.0,0.0,0.0,0,0,13,0,0,0,0,0,0,0.0,0,13.0,260.0,13.0,0.28,3.0,20.28,405.6,214.72941176471,11863.8,0.3,,0.3,6.0,1,20.0,0.0,1.35,12,45,80,540,2.0,AoE,,0.0,25.0,Update 11.5,2013-12-19,Primary,Rifle,Primary,2.0,/Lotus/Weapons/Tenno/LongGuns/PrimeBurston/PrimeBurston,Burston,0.0,2.0,1.0,,,
Acceltra Prime,Auto,Rocket Impact,44.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,44.0,440.0,44.0,0.34,3.0,73.92,739.2,554.4,10644.48,0.18,,1.18,11.8,1,10.0,0.0,0.55,14,48,40,96,1.6,Projectile,70,0.0,23.5,Hotfix 35.0.9,2024-01-17,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/PrimeAcceltra/PrimeAcceltraWeapon,Acceltra,0.0,inf,0.0,4.25,1.5,7.0
Acceltra Prime,Auto,Rocket Explosion,0.0,42.4,10.6,0,0,0,0,0,0,0,0,0,0.0,0,53.0,530.0,53.0,0.34,3.0,89.04,890.4,667.8,12821.76,0.18,,0.18,1.8,1,10.0,0.0,0.55,14,48,40,96,1.6,AoE,,0.0,23.5,Hotfix 35.0.9,2024-01-17,Primary,Rifle,Primary,5.0,/Lotus/Weapons/Tenno/LongGuns/PrimeAcceltra/PrimeAcceltraWeapon,Acceltra,0.0,5.0,0.5,,,
Karak Wraith,Auto,Normal Attack,13.95,9.3,7.75,0,0,0,0,0,0,0,0,0,0.0,0,31.0,361.77,31.0,0.13,2.0,35.03,408.8001,294.31252699784,21018.0,0.25,,0.25,2.9175,1,11.67,0.0,1.28,7,60,80,540,2.0,Hit-Scan,,0.0,28.6,Update 16.5,2015-05-12,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/GrineerM16Homage/KarakWraith,Karak,0.0,inf,0.0,3.5,2.0,5.0
Rubico Prime,Semi-Auto,Unzoomed,149.6,28.1,9.3,0,0,0,0,0,0,0,0,0,0.0,0,187.0,686.29,187.0,0.38,3.0,329.12,1207.8704,489.41264181523,25342.24,0.16,,0.16,0.5872,1,3.67,0.0,0.7,12,5,15,72,2.0,Hit-Scan,,1.0,13.3,Update 23.9,2018-09-25,Primary,Sniper Rifle,Primary,1000.0,/Lotus/Weapons/Tenno/LongGuns/RubicoPrime/RubicoPrimeWeapon,Rubico,400.0,600.0,0.5,7.5,0.0,15.0
Kuva Zarr,Semi-Auto,Cannon Mode Projectile,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,50.0,108.5,50.0,0.25,2.5,110.0,238.7,77.419564089258,1100.0,0.31,,0.31,0.6727,1,2.17,0.0,0.65,15,5,1,5,4.8,Projectile,75,0.0,100.0,Update 30.5,2021-07-06,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0.0,inf,0.0,0.0,0.0,0.0
Kuva Zarr,Semi-Auto,Cannon Mode Explosion,0.0,0.0,0.0,0,0,0,0,673,0,0,0,0,0.0,0,673.0,1460.41,673.0,0.25,2.5,1480.6,3212.902,1042.0673326414,14806.0,0.31,,0.31,0.6727,1,2.17,0.0,0.65,15,5,1,5,4.8,AoE,,0.0,,Update 30.5,2021-07-06,Primary,Launcher,Primary,7.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0.0,7.0,0.7,,,
Kuva Zarr,Semi-Auto,Cannon Mode Cluster Bomb Contact,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,15.0,97.65,45.0,0.25,2.5,99.0,214.83,69.677607680332,990.0,0.31,,0.93,2.0181,3,2.17,0.0,0.65,15,5,1,5,4.8,Projectile,8,0.0,,Update 30.5,2021-07-06,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0.0,inf,0.0,,,
Kuva Zarr,Semi-Auto,Cannon Mode Cluster Bomb Explosion,0.0,0.0,0.0,0,0,0,0,50,0,0,0,0,0.0,0,50.0,325.5,150.0,0.25,2.5,330.0,716.1,232.25869226777,3300.0,0.31,,0.93,2.0181,3,2.17,0.0,0.65,15,5,1,5,4.8,AoE,,0.0,,Update 30.5,2021-07-06,Primary,Launcher,Primary,3.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,0.0,3.0,0.3,,,
Kuva Zarr,Semi-Auto,Barrage Mode,15.0,25.0,10.0,0,0,0,0,0,0,0,0,0,0.0,0,50.0,1085.0,500.0,0.37,2.5,1244.0,2699.48,875.54488842761,12440.0,0.097,,0.97,2.1049,10,2.17,0.0,0.65,15,5,1,5,4.8,Projectile,120,1.6,4.3,Update 30.5,2021-07-06,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Zarr/KuvaZarr,Zarr,20.0,40.0,0.98,23.0,17.0,29.0
Kohm,Auto-Spool,Single Pellet,6.0,6.0,18.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,22.02,30.0,0.11,2.3,34.29,25.16886,25.018950533132,41319.45,0.75,,0.75,0.5505,1,0.734,0.0,1.3,5,245,40,960,2.0,Hit-Scan,,1.5,8.0,Update 15.6,2014-12-11,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/GrnSpark/GrnSparkRifle,Kohm,15.0,25.0,0.7333,12.5,5.0,20.0
Kohm,Auto-Spool,Fully Spooled,6.0,6.0,18.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,1321.2,360.0,0.11,2.3,411.48,1510.1316,1347.937190518,123452.39755102,0.0625,,0.75,2.7525,12,3.67,0.0,1.3,5,245,40,960,2.0,Hit-Scan,,1.5,8.0,Update 15.6,2014-12-11,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/GrnSpark/GrnSparkRifle,Kohm,15.0,25.0,0.7333,12.5,5.0,20.0
Kuva Tonkor,Semi-Auto,Grenade Impact,0.0,59.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,59.0,39.333333333333,59.0,0.3,2.5,136.88,91.253333333333,75.396976542137,4243.28,0.17,,1.17,0.78,1,3.17,0.0,0.9,13,1,3,30,1.5,Projectile,40,0.0,100.0,Update 26.0,2019-10-31,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Tonkor/KuvaTonkor,Tonkor,0.0,inf,0.0,0.0,0.0,0.0
Kuva Tonkor,Semi-Auto,Grenade Explosion,0.0,168.0,204.0,0,0,0,0,302,0,0,0,0,0.0,0,674.0,449.33333333333,674.0,0.3,2.5,1563.68,1042.4533333333,861.31461337967,48474.08,0.17,,0.17,0.11333333333333,1,3.17,0.0,0.9,13,1,3,30,1.5,AoE,,0.0,100.0,Update 26.0,2019-10-31,Primary,Launcher,Primary,7.0,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Tonkor/KuvaTonkor,Tonkor,0.0,7.0,0.7,,,
Argonak,Semi-Auto,Semi-Auto Mode,24.51,6.27,26.22,0,0,0,0,0,0,0,0,0,0.0,0,57.0,246.81,57.0,0.27,2.3,77.007,333.44031,268.540854997,39735.612,0.19,,0.19,0.8227,1,4.33,0.0,1.25,7,43,80,473,2.4,Hit-Scan,,0.0,28.6,Update 22.0,2017-10-12,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/LaserAimRifle/LaserAimRifle,Argonak,0.0,inf,0.0,3.5,0.0,7.0
Argonak,Auto / Semi,Full Auto Mode,24.51,6.27,26.22,0,0,0,0,0,0,0,0,0,0.0,0,57.0,342.0,57.0,0.09,1.5,59.565,357.39,267.73118466899,30735.54,0.27,,0.27,1.62,1,6.0,0.0,1.25,7,43,80,473,2.4,Hit-Scan,,0.0,28.6,Update 22.0,2017-10-12,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/LaserAimRifle/LaserAimRifle,Argonak,0.0,inf,0.0,3.5,2.0,5.0
Rakta Cernos,Semi-Auto,Uncharged Shot,211.5,11.75,11.75,0,0,0,0,0,0,0,0,0,0.0,0,235.0,391.66666666667,235.0,0.35,2.0,317.25,528.75,198.28125,23159.25,0.15,,0.15,0.25,1,1.0,0.0,1.25,12,1,15,72,0.6,Projectile,70,0.0,16.7,Update 17.3,2015-09-02,Primary,Bow,Primary,0.0,/Lotus/Weapons/Syndicates/RedVeil/Bows/RVCernos,Cernos,0.0,inf,0.0,6.0,0.0,12.0
Rakta Cernos,Charge,Charged Shot,423.0,23.5,23.5,0,0,0,0,0,0,0,0,0,0.0,0,470.0,783.33333333333,470.0,0.35,2.0,634.5,1057.5,746.47058823529,46318.5,0.15,,0.15,0.17647058823529,1,1.0,0.25,1.25,12,1,15,72,0.6,Projectile,100,1.0,16.7,Update 17.3,2015-09-02,Primary,Bow,Primary,0.0,/Lotus/Weapons/Syndicates/RedVeil/Bows/RVCernos,Cernos,0.0,inf,0.0,,,
Alternox,Auto / Active,Normal Attack,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,0,62.0,268.46,62.0,0.14,2.2,72.416,313.56128,245.28456836341,41132.288,0.3,,0.3,1.299,1,4.33,0.0,1.15,8,28,40,540,1.8,Projectile,60,0.0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0.0,inf,0.0,5.5,3.0,8.0
Alternox,Active,Alt-Fire Contact,5.0,37.5,7.5,0,0,0,0,0,0,0,0,0,0.0,0,50.0,75.0,50.0,0.02,2.0,51.0,76.5,55.20618556701,7242.0,0.44,,0.44,0.66,1,1.5,0.0,1.15,8,28,40,540,1.8,Projectile,60,0.0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0.0,inf,0.0,0.0,0.0,0.0
Alternox,DoT,Alt-Fire Damage over Time,0.0,0.0,0.0,0,50,0,0,0,0,0,0,0,0.0,0,50.0,50.0,50.0,0.02,2.0,51.0,51.0,47.919463087248,28968.0,0.44,,0.44,0.44,1,1.0,0.0,1.15,8,28,40,540,1.8,,,0.0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,6.0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0.0,6.0,0.6,,,
Alternox,Active,Alt-Fire Explosion,0.0,0.0,0.0,0,100,0,0,0,0,0,0,0,0.0,0,100.0,100.0,100.0,0.02,2.0,102.0,102.0,95.838926174497,57936.0,0.44,,0.44,0.44,1,1.0,0.0,1.15,8,28,40,540,1.8,AoE,,0.0,18.2,Update 31.5,2022-04-27,Primary,Rifle,Primary,6.0,/Lotus/Weapons/Tenno/LongGuns/GyreRifle/GyreRifleWeapon,Alternox,0.0,6.0,0.6,,,
Astilla Prime,Auto,Slug Impact,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,433.0,100.0,0.21,1.9,118.9,514.837,378.32480097979,17121.6,0.37,,1.37,5.9321,1,4.33,0.0,1.1,14,24,40,120,2.0,Projectile,120,0.0,25.0,Update 30.3,2021-05-25,Primary,Shotgun,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/PrimeAstilla/AstillaPrimeWeapon,Astilla,30.0,60.0,0.5,4.0,2.0,6.0
Astilla Prime,Auto,Glass Explosion,0.0,49.0,91.0,0,0,0,0,0,0,0,0,0,0.0,0,140.0,606.2,140.0,0.21,1.9,166.46,720.7718,529.65472137171,23970.24,0.37,,0.37,1.6021,1,4.33,0.0,1.1,14,24,40,120,2.0,AoE,,0.0,25.0,Update 30.3,2021-05-25,Primary,Shotgun,Primary,2.4,/Lotus/Weapons/Tenno/LongGuns/PrimeAstilla/AstillaPrimeWeapon,Astilla,0.0,2.4,0.3,,,
Gorgon,Auto-Spool,Fully Spooled,18.75,3.75,2.5,0,0,0,0,0,0,0,0,0,0.0,0,25.0,312.5,25.0,0.17,1.5,27.125,339.0625,214.14473684211,17088.75,0.09,,0.09,1.125,1,12.5,0.0,1.4,3,90,80,540,4.2,Hit-Scan,,0.0,12.5,Vanilla,2012-10-25,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/Rifle/HeavyRifle,Gorgon,0.0,inf,0.0,8.0,7.0,9.0
Gorgon,Auto Charge,Incarnon Form,20.0,60.0,20.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,83.3,100.0,0.21,1.9,118.9,99.0437,95.337609333188,74907.0,0.19,,0.19,0.15827,1,0.833,0.0,1.4,3,90,80,540,4.2,Projectile,,0.0,25.0,Vanilla,2012-10-25,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Tenno/Rifle/HeavyRifle,Gorgon,0.0,inf,0.0,4.0,2.0,6.0
Gorgon,Auto-Spool,Incarnon Form AoE,0.0,0.0,0.0,0,0,750,0,0,0,0,0,0,0.0,0,750.0,624.75,750.0,0.21,1.9,891.75,742.82775,715.03206999891,561802.5,0.19,,1.19,0.99127,1,0.833,0.0,1.4,3,90,80,540,4.2,AoE,,0.0,12.5,Vanilla,2012-10-25,Primary,Rifle,Primary,5.0,/Lotus/Weapons/Tenno/Rifle/HeavyRifle,Gorgon,0.0,5.0,0.1,,,
Baza,Auto,Normal Attack,5.76,6.72,3.52,0,0,0,0,0,0,0,0,0,0.0,0,16.0,266.72,16.0,0.26,3.0,24.32,405.4144,256.03233445957,20428.8,0.1,,0.1,1.667,1,16.67,0.0,1.05,7,40,80,800,1.4,Hit-Scan,,0.0,80.0,Update 22.4,2017-11-23,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnSMG/TnSMGWeapon,Baza,22.0,34.0,0.5,1.25,1.0,1.5
Cernos Prime,Semi-Auto,Uncharged Horizontal/Vertical Shot,82.8,4.6,4.6,0,0,0,0,0,0,0,0,0,0.0,0,92.0,424.61538461538,276.0,0.35,2.0,372.6,573.23076923077,225.81818181818,27199.8,0.3,,0.9,1.3846153846154,3,1.0,0.0,1.25,12,1,15,72,0.65,Projectile,70,0.0,16.7,Hotfix 19.0.7,2016-11-22,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/PrimeCernos/PrimeCernos,Cernos,0.0,inf,0.0,6.0,0.0,12.0
Cernos Prime,Charge,Charged Horizontal/Vertical Shot,165.6,9.2,9.2,0,0,0,0,0,0,0,0,0,0.0,0,184.0,849.23076923077,552.0,0.35,2.0,745.2,1146.4615384615,648,54399.6,0.3,,0.9,0.78260869565217,3,1.0,0.5,1.25,12,1,15,72,0.65,Projectile,95,1.0,16.7,Hotfix 19.0.7,2016-11-22,Primary,Bow,Primary,0.0,/Lotus/Weapons/Tenno/Bows/PrimeCernos/PrimeCernos,Cernos,0.0,inf,0.0,,,
Arca Plasmor,Semi-Auto,Normal Attack,0.0,0.0,0.0,0,0,0,0,0,0,0,0,600,0.0,0,600.0,660.0,600.0,0.22,1.6,679.2,747.12,571.19266055046,40752.0,0.28,,1.28,1.408,1,1.1,0.0,0.95,10,10,15,50,2.8,Projectile,60,0.0,9.1,Update 21.7,2017-09-09,Primary,Shotgun,Primary,30.0,/Lotus/Weapons/Corpus/LongGuns/CrpShotgun/CrpShotgun,Arca Plasmor,10.0,20.0,0.6667,11.0,6.0,16.0
Hind,Burst / Semi,Burst Mode,7.5,7.5,15.0,0,0,0,0,0,0,0,0,0,0.0,0,30.0,150.0,30.0,0.07,1.5,155.25,64.6875,60.790662650602,93926.25,0.15,,0.15,0.75,1,5.0,0.0,1.42,0,65,80,540,2.0,Hit-Scan,,0.0,33.33,Update 9.6,2013-08-16,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle,Hind,0.0,inf,0.0,3.0,0.0,6.0
Hind,Semi-Auto,Semi-Auto Mode,12.0,12.0,36.0,0,0,0,0,0,0,0,0,0,0.0,0,60.0,150.0,60.0,0.15,2.0,69.0,172.5,160.17857142857,41745.0,0.1,,0.1,0.25,1,2.5,0.0,1.42,0,65,80,540,2.0,,,0.0,28.6,Update 9.6,2013-08-16,Primary,Rifle,Primary,0.0,/Lotus/Weapons/Grineer/LongGuns/BurstRifle/GrnBurstRifle,Hind,0.0,inf,0.0,3.5,0.0,7.0
Corinth,Semi-Auto,Buckshot,25.2,37.8,27.0,0,0,0,0,0,0,0,0,0,0.0,0,90.0,631.8,540.0,0.3,2.8,831.6,972.972,632.53933168639,116424.0,0.06,,0.36,0.4212,6,1.17,0.0,1.15,8,5,15,135,2.3,Hit-Scan,,0.0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,18.0,36.0,0.6667,11.0,6.0,16.0
Corinth,Semi-Auto,Air Burst Projectile,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,100.0,117.0,100.0,0.04,1.6,102.4,119.808,77.888441034976,14336.0,0.28,,1.28,1.4976,1,1.17,0.0,1.15,8,5,15,135,2.3,Projectile,80,0.0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,0.0,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,0.0,inf,0.0,11.0,6.0,16.0
Corinth,Semi-Auto,Air Burst Explosion,0.0,0.0,0.0,0,0,0,0,404,0,0,0,0,0.0,0,404.0,472.68,404.0,0.04,1.6,413.696,484.02432,314.6693017813,57917.44,0.28,,1.28,1.4976,1,1.17,0.0,1.15,8,5,15,135,2.3,AoE,,0.0,9.1,Update 22.8,2017-12-21,Primary,Shotgun,Primary,9.4,/Lotus/Weapons/Tenno/LongGuns/TnHeavyShotgun/TnHeavyShotgunGun,Corinth,0.0,9.4,0.9,,,
Boar Prime,Auto,Normal Attack,26.0,6.0,8.0,0,0,0,0,0,0,0,0,0,0.0,0,40.0,1494.4,320.0,0.15,2.0,368.0,1718.56,1046.5463956763,51520.0,0.1125,,0.9,4.203,8,4.67,0.0,1.34,11,20,40,120,2.75,Hit-Scan,,0.0,5.0,Update 10.0,2013-09-13,Primary,Shotgun,Primary,300.0,/Lotus/Weapons/Tenno/Shotgun/PrimeBoar,Boar,18.0,25.0,0.7,20.0,10.0,30.0
Boar Prime,Held,Incarnon Form,0.0,0.0,0.0,0,0,30,0,0,0,0,0,0,0.0,0,30.0,240.0,30.0,0.2,2.2,37.2,297.6,141.71428571429,5208.0,0.24,,0.24,1.92,1,8.0,0.0,1.34,11,20,40,120,2.75,Hit-Scan,,0.0,100.0,Update 10.0,2013-09-13,Primary,Shotgun,Primary,20.0,/Lotus/Weapons/Tenno/Shotgun/PrimeBoar,Boar,0.0,inf,0.0,0.0,0.0,0.0
Carmine Penta,Active,Grenade Impact,75.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,75.0,202.5,75.0,0.1,2.0,82.5,222.75,132.98507462687,4125.0,0.1,,0.1,0.27,1,2.7,0.0,1.25,6,10,5,40,2.5,Projectile,20,0.0,100.0,Update 29.10,2021-03-19,Primary,Launcher,Primary,0.0,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/CarminePenta,Penta,0.0,inf,0.0,0.0,0.0,0.0
Carmine Penta,Active,Grenade Detonation,0.0,0.0,0.0,0,0,0,0,350,0,0,0,0,0.0,0,350.0,945.0,350.0,0.1,2.0,385.0,1039.5,620.59701492537,19250.0,0.1,,0.1,0.27,1,2.7,0.0,1.25,6,10,5,40,2.5,AoE,,0.0,100.0,Update 29.10,2021-03-19,Primary,Launcher,Primary,4.0,/Lotus/Weapons/Corpus/LongGuns/GrenadeLauncher/CarminePenta,Penta,0.0,4.0,0.5,,,
Dex Sybaris,Burst,Normal Attack,22.5,18.75,33.75,0,0,0,0,0,0,0,0,0,0.0,0,75.0,249.75,75.0,0.35,2.0,202.5,337.1625,513.58695652174,112185.0,0.1,,0.1,0.333,1,3.33,0.0,1.3,7,14,80,540,1.5,Hit-Scan,,0.0,28.6,Hotfix 18.6.2,2016-03-22,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/DexTheThird/DexTheThird,Sybaris,0.0,inf,0.0,3.5,2.0,5.0
Dex Sybaris,Burst,Incarnon Form,28.8,24.0,43.2,0,0,0,0,0,0,0,0,0,0.0,0,96.0,319.68,96.0,0.3,3.0,614.4,511.488,407.27272727273,340377.6,0.2,,1.2,3.996,1,3.33,0.0,1.3,7,14,80,540,1.5,Hit-Scan,,0.0,28.6,Hotfix 18.6.2,2016-03-22,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/DexTheThird/DexTheThird,Sybaris,0.0,inf,0.0,3.5,2.0,5.0
Convectrix,Held,Normal Attack,1.2,1.2,9.6,0,0,0,0,0,0,0,0,0,0.0,0,12.0,288.0,24.0,0.16,2.4,29.376,352.512,300.92487804878,45239.04,0.45,,0.9,10.8,2,12.0,0.0,1.46,7,70,80,700,2.0,Hit-Scan,,0.6,50.0,Update 17.5,2015-10-01,Primary,Shotgun,Primary,30.0,/Lotus/Weapons/Corpus/LongGuns/CrpSplitLaser/CrpSplitLaser,Convectrix,0.0,inf,0.0,2.0,2.0,2.0
Convectrix,Held,Alt-Fire,0.9,0.9,7.2,0,0,0,0,0,0,0,0,0,0.0,0,9.0,288.0,18.0,0.16,2.4,22.032,352.512,286.92837209302,33929.28,0.45,,0.9,14.4,2,16.0,0.0,1.46,7,70,80,700,2.0,Hit-Scan,,0.6,50.0,Update 17.5,2015-10-01,Primary,Shotgun,Primary,30.0,/Lotus/Weapons/Corpus/LongGuns/CrpSplitLaser/CrpSplitLaser,Convectrix,0.0,inf,0.0,2.0,2.0,2.0
Quanta,Held,Beam,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0.0,0,10.0,240.0,20.0,0.16,2.2,23.84,286.08,238.4,28608.0,0.24,,0.48,5.76,2,12.0,0.0,1.4,4,60,80,540,2.0,Hit-Scan,,0.0,100.0,Update 14.1,2014-07-30,Primary,Rifle,Primary,50.0,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/CrpShockRifle,Quanta,0.0,inf,0.0,0.0,0.0,0.0
Quanta,Held,Cube (direct hit),0.0,0.0,0.0,0,100,0,0,0,0,0,0,0,0.0,0,100.0,400.0,100.0,0.05,1.5,102.5,410.0,175.71428571429,6150.0,0.26,,0.26,1.04,1,4.0,0.0,1.4,4,60,80,540,2.0,Projectile,25,0.0,25.0,Update 14.1,2014-07-30,Primary,Rifle,Primary,15.0,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/CrpShockRifle,Quanta,0.0,inf,0.0,4.0,2.0,6.0
Quanta,Held,Cube Explosion,0.0,0.0,0.0,0,0,0,0,150,0,0,0,0,0.0,0,150.0,600.0,150.0,0.05,1.5,153.75,615.0,542.64705882353,92250.0,0.26,,0.26,1.04,1,4.0,0.0,1.4,4,60,80,540,2.0,AoE,,0.0,100.0,Update 14.1,2014-07-30,Primary,Rifle,Primary,0.5,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/CrpShockRifle,Quanta,0.0,inf,0.0,,,
Quanta,Held,Cube (shot by player),0.0,0.0,0.0,0,0,0,0,600,0,0,0,0,0.0,0,600.0,2400.0,600.0,0.05,1.5,615.0,2460.0,2170.5882352941,369000.0,0.26,,0.26,1.04,1,4.0,0.0,1.4,4,60,80,540,2.0,,,0.0,100.0,Update 14.1,2014-07-30,Primary,Rifle,Primary,6.0,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/CrpShockRifle,Quanta,0.0,inf,0.0,,,
Tiberon Prime,Burst / Semi / Auto,Burst,14.4,19.2,14.4,0,0,0,0,0,0,0,0,0,0.0,0,48.0,240.0,48.0,0.28,3.0,224.64,374.4,360.66055045872,130740.48,0.2,,0.2,1.0,1,5.0,0.0,1.0,14,42,80,540,2.0,Hit-Scan,,0.0,33.33,Hotfix 22.16.4,2018-03-20,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeTiberon/PrimeTiberonRifle,Tiberon,0.0,inf,0.0,3.0,0.0,6.0
Tiberon Prime,Burst / Semi / Auto,Semi-Auto,14.4,19.2,14.4,0,0,0,0,0,0,0,0,0,0.0,0,48.0,240.0,48.0,0.42,3.4,96.384,481.92,389.24307692308,56095.488,0.18,,0.18,0.9,1,5.0,0.0,1.0,14,42,80,540,2.0,Hit-Scan,,0.0,33.33,Hotfix 22.16.4,2018-03-20,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeTiberon/PrimeTiberonRifle,Tiberon,0.0,inf,0.0,3.0,0.0,6.0
Tiberon Prime,Burst / Semi / Auto,Auto,14.4,19.2,14.4,0,0,0,0,0,0,0,0,0,0.0,0,48.0,399.84,48.0,0.16,2.8,61.824,514.99392,368.73073031026,35981.568,0.32,,0.32,2.6656,1,8.33,0.0,1.0,14,42,80,540,2.0,Hit-Scan,,0.0,33.33,Hotfix 22.16.4,2018-03-20,Primary,Rifle,Primary,300.0,/Lotus/Weapons/Tenno/LongGuns/PrimeTiberon/PrimeTiberonRifle,Tiberon,0.0,inf,0.0,3.0,0.0,6.0
